date,cash_rate,scrape_date
2025-09-01,3.594999999999999,2025-09-22
2025-10-01,3.5799999999999983,2025-09-22
2025-11-01,3.4200000000000017,2025-09-22
2025-12-01,3.355000000000004,2025-09-22
2026-01-01,3.3299999999999983,2025-09-22
2026-02-01,3.219999999999999,2025-09-22
2026-03-01,3.200000000000003,2025-09-22
2026-04-01,3.1899999999999977,2025-09-22
2026-05-01,3.1400000000000006,2025-09-22
2026-06-01,3.1299999999999955,2025-09-22
2026-07-01,3.125,2025-09-22
2026-08-01,3.125,2025-09-22
2026-09-01,3.125,2025-09-22
2026-10-01,3.1299999999999955,2025-09-22
2026-11-01,3.134999999999991,2025-09-22
2026-12-01,3.1400000000000006,2025-09-22
2027-01-01,3.1400000000000006,2025-09-22
2027-02-01,3.155000000000001,2025-09-22
