date,cash_rate,scrape_date
2025-07-01,3.8349999999999937,2025-07-09
2025-08-01,3.700000000000003,2025-07-09
2025-09-01,3.6099999999999994,2025-07-09
2025-10-01,3.5249999999999915,2025-07-09
2025-11-01,3.3499999999999943,2025-07-09
2025-12-01,3.259999999999991,2025-07-09
2026-01-01,3.2249999999999943,2025-07-09
2026-02-01,3.125,2025-07-09
2026-03-01,3.0999999999999943,2025-07-09
2026-04-01,3.0849999999999937,2025-07-09
2026-05-01,3.0649999999999977,2025-07-09
2026-06-01,3.0600000000000023,2025-07-09
2026-07-01,3.049999999999997,2025-07-09
2026-08-01,3.0549999999999926,2025-07-09
2026-09-01,3.0549999999999926,2025-07-09
2026-10-01,3.069999999999993,2025-07-09
2026-11-01,3.0849999999999937,2025-07-09
2026-12-01,3.0999999999999943,2025-07-09
