date,cash_rate,scrape_date
2023-08-01,4.064999999999998,2023-08-29
2023-09-01,4.075000000000003,2023-08-29
2023-10-01,4.099999999999994,2023-08-29
2023-11-01,4.144999999999996,2023-08-29
2023-12-01,4.174999999999997,2023-08-29
2024-01-01,4.174999999999997,2023-08-29
2024-02-01,4.179999999999993,2023-08-29
2024-03-01,4.189999999999998,2023-08-29
2024-04-01,4.189999999999998,2023-08-29
2024-05-01,4.194999999999993,2023-08-29
2024-06-01,4.189999999999998,2023-08-29
2024-07-01,4.179999999999993,2023-08-29
2024-08-01,4.144999999999996,2023-08-29
2024-09-01,4.125,2023-08-29
2024-10-01,4.084999999999994,2023-08-29
2024-11-01,4.045000000000002,2023-08-29
2024-12-01,3.9950000000000045,2023-08-29
2025-01-01,3.9749999999999943,2023-08-29
