date,cash_rate,scrape_date
2024-04-01,4.314999999999998,2024-04-04
2024-05-01,4.304999999999993,2024-04-04
2024-06-01,4.289999999999992,2024-04-04
2024-07-01,4.2749999999999915,2024-04-04
2024-08-01,4.215000000000003,2024-04-04
2024-09-01,4.194999999999993,2024-04-04
2024-10-01,4.144999999999996,2024-04-04
2024-11-01,4.069999999999993,2024-04-04
2024-12-01,4.009999999999991,2024-04-04
2025-01-01,3.989999999999995,2024-04-04
2025-02-01,3.9350000000000023,2024-04-04
2025-03-01,3.8999999999999915,2024-04-04
2025-04-01,3.8599999999999994,2024-04-04
2025-05-01,3.819999999999993,2024-04-04
2025-06-01,3.7849999999999966,2024-04-04
2025-07-01,3.7549999999999955,2024-04-04
2025-08-01,3.719999999999999,2024-04-04
2025-09-01,3.700000000000003,2024-04-04
