date,cash_rate,scrape_date
2023-11-01,4.259999999999991,2023-11-20
2023-12-01,4.325000000000003,2023-11-20
2024-01-01,4.325000000000003,2023-11-20
2024-02-01,4.375,2023-11-20
2024-03-01,4.394999999999996,2023-11-20
2024-04-01,4.3999999999999915,2023-11-20
2024-05-01,4.409999999999997,2023-11-20
2024-06-01,4.409999999999997,2023-11-20
2024-07-01,4.3999999999999915,2023-11-20
2024-08-01,4.359999999999999,2023-11-20
2024-09-01,4.355000000000004,2023-11-20
2024-10-01,4.319999999999993,2023-11-20
2024-11-01,4.284999999999997,2023-11-20
2024-12-01,4.2450000000000045,2023-11-20
2025-01-01,4.230000000000004,2023-11-20
2025-02-01,4.194999999999993,2023-11-20
2025-03-01,4.170000000000002,2023-11-20
2025-04-01,4.140000000000001,2023-11-20
