date,cash_rate,scrape_date
2025-03-01,4.084999999999994,2025-03-07
2025-04-01,4.054999999999993,2025-03-07
2025-05-01,4,2025-03-07
2025-06-01,3.894999999999996,2025-03-07
2025-07-01,3.8049999999999926,2025-03-07
2025-08-01,3.664999999999992,2025-03-07
2025-09-01,3.5999999999999943,2025-03-07
2025-10-01,3.5450000000000017,2025-03-07
2025-11-01,3.480000000000004,2025-03-07
2025-12-01,3.450000000000003,2025-03-07
2026-01-01,3.450000000000003,2025-03-07
2026-02-01,3.4350000000000023,2025-03-07
2026-03-01,3.424999999999997,2025-03-07
2026-04-01,3.424999999999997,2025-03-07
2026-05-01,3.4200000000000017,2025-03-07
2026-06-01,3.414999999999992,2025-03-07
2026-07-01,3.414999999999992,2025-03-07
2026-08-01,3.424999999999997,2025-03-07
