date,cash_rate,scrape_date
2024-01-01,4.314999999999998,2024-01-03
2024-02-01,4.334999999999994,2024-01-03
2024-03-01,4.325000000000003,2024-01-03
2024-04-01,4.295000000000002,2024-01-03
2024-05-01,4.224999999999994,2024-01-03
2024-06-01,4.155000000000001,2024-01-03
2024-07-01,4.094999999999999,2024-01-03
2024-08-01,4.015000000000001,2024-01-03
2024-09-01,3.9749999999999943,2024-01-03
2024-10-01,3.905000000000001,2024-01-03
2024-11-01,3.8400000000000034,2024-01-03
2024-12-01,3.7849999999999966,2024-01-03
2025-01-01,3.759999999999991,2024-01-03
2025-02-01,3.7099999999999937,2024-01-03
2025-03-01,3.674999999999997,2024-01-03
2025-04-01,3.6400000000000006,2024-01-03
2025-05-01,3.5900000000000034,2024-01-03
2025-06-01,3.575000000000003,2024-01-03
