date,cash_rate,scrape_date
2024-12-01,4.334999999999994,2024-12-27
2025-01-01,4.329999999999998,2024-12-27
2025-02-01,4.2749999999999915,2024-12-27
2025-03-01,4.164999999999992,2024-12-27
2025-04-01,3.9950000000000045,2024-12-27
2025-05-01,3.9200000000000017,2024-12-27
2025-06-01,3.8149999999999977,2024-12-27
2025-07-01,3.7749999999999915,2024-12-27
2025-08-01,3.7150000000000034,2024-12-27
2025-09-01,3.6850000000000023,2024-12-27
2025-10-01,3.6400000000000006,2024-12-27
2025-11-01,3.5999999999999943,2024-12-27
2025-12-01,3.569999999999993,2024-12-27
2026-01-01,3.5600000000000023,2024-12-27
2026-02-01,3.539999999999992,2024-12-27
2026-03-01,3.5349999999999966,2024-12-27
2026-04-01,3.530000000000001,2024-12-27
2026-05-01,3.5349999999999966,2024-12-27
