date,cash_rate,scrape_date
2022-11-01,2.795,2022-11-02
2022-12-01,2.995,2022-11-02
2023-01-01,3.04,2022-11-02
2023-02-01,3.2,2022-11-02
2023-03-01,3.385,2022-11-02
2023-04-01,3.565,2022-11-02
2023-05-01,3.72,2022-11-02
2023-06-01,3.78,2022-11-02
2023-07-01,3.85,2022-11-02
2023-08-01,3.885,2022-11-02
2023-09-01,3.905,2022-11-02
2023-10-01,3.915,2022-11-02
2023-11-01,3.92,2022-11-02
2023-12-01,3.915,2022-11-02
2024-01-01,3.91,2022-11-02
2024-02-01,3.92,2022-11-02
2024-03-01,3.905,2022-11-02
2024-04-01,3.885,2022-11-02
