date,cash_rate,scrape_date
2024-09-01,4.334999999999994,2024-09-16
2024-10-01,4.319999999999993,2024-09-16
2024-11-01,4.259999999999991,2024-09-16
2024-12-01,4.164999999999992,2024-09-16
2025-01-01,4.1200000000000045,2024-09-16
2025-02-01,4.039999999999992,2024-09-16
2025-03-01,3.8900000000000006,2024-09-16
2025-04-01,3.6499999999999915,2024-09-16
2025-05-01,3.5549999999999926,2024-09-16
2025-06-01,3.3999999999999915,2024-09-16
2025-07-01,3.3400000000000034,2024-09-16
2025-08-01,3.269999999999996,2024-09-16
2025-09-01,3.2349999999999994,2024-09-16
2025-10-01,3.164999999999992,2024-09-16
2025-11-01,3.1200000000000045,2024-09-16
2025-12-01,3.0849999999999937,2024-09-16
2026-01-01,3.069999999999993,2024-09-16
2026-02-01,3.0349999999999966,2024-09-16
