date,cash_rate,scrape_date
2023-07-01,4.064999999999998,2023-07-27
2023-08-01,4.125,2023-07-27
2023-09-01,4.164999999999992,2023-07-27
2023-10-01,4.204999999999998,2023-07-27
2023-11-01,4.2549999999999955,2023-07-27
2023-12-01,4.269999999999996,2023-07-27
2024-01-01,4.2749999999999915,2023-07-27
2024-02-01,4.2749999999999915,2023-07-27
2024-03-01,4.280000000000001,2023-07-27
2024-04-01,4.269999999999996,2023-07-27
2024-05-01,4.259999999999991,2023-07-27
2024-06-01,4.234999999999999,2023-07-27
2024-07-01,4.209999999999994,2023-07-27
2024-08-01,4.170000000000002,2023-07-27
2024-09-01,4.1499999999999915,2023-07-27
2024-10-01,4.105000000000004,2023-07-27
2024-11-01,4.049999999999997,2023-07-27
2024-12-01,3.9849999999999994,2023-07-27
