dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-11-26,2025-11-24,2025-11-24,96.405,96.4,0.0049999999999954525,0.005186721991696527,0,0,96.405,97.125,96.4,96.405,96.405,252,669,888966960,IBX2025,2025-11-01,2025-11-24,2025-11-24T14:03:42Z,3.594999999999999
2025-12-29,2025-11-24,2025-11-24,96.41,96.405,0.0049999999999954525,0.005186452984798975,0,0,96.41,97.19,96.405,96.41,96.41,39,39,895208763,IBZ2025,2025-12-01,2025-11-24,2025-11-24T14:03:42Z,3.5900000000000034
2026-01-28,2025-11-24,2025-11-24,96.42,96.41,0,0,0,0,96.415,97.105,96.41,96.415,96.415,120,120,919010878,IBF2026,2026-01-01,2025-11-24,2025-11-24T14:03:42Z,3.5849999999999937
2026-02-25,2025-11-19,2025-11-24,NA,96.44500000000001,0.030000000000015348,0.031105811602483643,0,0,96.47500000000001,97.065,96.42,96.47500000000001,96.465,0,0,928464846,IBG2026,2026-02-01,2025-11-24,2025-11-24T14:03:42Z,3.5349999999999966
2026-03-29,2025-11-20,2025-11-24,NA,96.45,1.4210854715202004e-14,1.4732381002697495e-14,-0.035,-0.036000000000000004,96.46000000000001,97.105,96.435,96.46000000000001,96.47500000000001,0,0,935346173,IBH2026,2026-03-01,2025-11-24,2025-11-24T14:03:42Z,3.5249999999999915
2026-04-28,2025-11-19,2025-11-24,NA,NA,0.045000000000001705,0.0466466258940621,0.015,0.016,96.515,96.925,96.51,96.515,96.485,0,0,941648808,IBJ2026,2026-04-01,2025-11-24,2025-11-24T14:03:42Z,3.5150000000000006
2026-05-27,2025-11-13,2025-11-24,NA,NA,-0.009999999999990905,-0.01036269430050871,-0.06,-0.062,96.49000000000001,97.015,96.49000000000001,96.49000000000001,96.515,0,0,949242588,IBK2026,2026-05-01,2025-11-24,2025-11-24T14:03:42Z,3.4849999999999994
2026-06-28,2025-11-18,2025-11-24,NA,NA,0.01999999999999602,0.020725388601032145,0.02,0.021,96.52,96.97500000000001,96.52,96.52,96.52,0,0,955528239,IBM2026,2026-06-01,2025-11-24,2025-11-24T14:03:42Z,3.480000000000004
2026-07-29,NA,2025-11-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.52,0,0,962344067,IBN2026,2026-07-01,2025-11-24,2025-11-24T14:03:42Z,NA
2026-08-29,NA,2025-11-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.515,0,0,969160575,IBQ2026,2026-08-01,2025-11-24,2025-11-24T14:03:42Z,NA
2026-09-28,2025-11-04,2025-11-24,NA,NA,0.10000000000000853,0.10363768266142454,-0.02,-0.021,96.59,96.86500000000001,96.59,96.59,96.51,0,0,976225343,IBU2026,2026-09-01,2025-11-24,2025-11-24T14:03:42Z,3.489999999999995
2026-10-28,2025-11-04,2025-11-24,NA,NA,0.09999999999999432,0.10364842454394103,-0.035,-0.036000000000000004,96.58,96.86500000000001,96.58,96.58,96.505,0,0,983956682,IBV2026,2026-10-01,2025-11-24,2025-11-24T14:03:42Z,3.4950000000000045
2026-11-28,2025-11-04,2025-11-24,NA,NA,0.11499999999999488,0.11921422277509447,-0.03,-0.031,96.58,96.86500000000001,96.58,96.58,96.485,0,0,990482019,IBX2026,2026-11-01,2025-11-24,2025-11-24T14:03:42Z,3.5150000000000006
2026-12-29,2025-11-04,2025-11-24,NA,NA,0.10999999999999943,0.11404872991187084,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.47,0,0,996839036,IBZ2026,2026-12-01,2025-11-24,2025-11-24T14:03:42Z,3.530000000000001
2027-01-27,NA,2025-11-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.465,0,0,1004041830,IBF2027,2027-01-01,2025-11-24,2025-11-24T14:03:42Z,NA
2027-02-24,NA,2025-11-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.45,0,0,1010033436,IBG2027,2027-02-01,2025-11-24,2025-11-24T14:03:42Z,NA
2027-03-29,NA,2025-11-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.435,0,0,1016946091,IBH2027,2027-03-01,2025-11-24,2025-11-24T14:03:42Z,NA
2027-04-28,NA,2025-11-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.425,0,0,1026315950,IBJ2027,2027-04-01,2025-11-24,2025-11-24T14:03:42Z,NA
