date,cash_rate,scrape_date
2023-11-01,4.259999999999991,2023-11-30
2023-12-01,4.325000000000003,2023-11-30
2024-01-01,4.325000000000003,2023-11-30
2024-02-01,4.384999999999991,2023-11-30
2024-03-01,4.394999999999996,2023-11-30
2024-04-01,4.405000000000001,2023-11-30
2024-05-01,4.405000000000001,2023-11-30
2024-06-01,4.394999999999996,2023-11-30
2024-07-01,4.3799999999999955,2023-11-30
2024-08-01,4.340000000000003,2023-11-30
2024-09-01,4.314999999999998,2023-11-30
2024-10-01,4.280000000000001,2023-11-30
2024-11-01,4.230000000000004,2023-11-30
2024-12-01,4.174999999999997,2023-11-30
2025-01-01,4.155000000000001,2023-11-30
2025-02-01,4.109999999999999,2023-11-30
2025-03-01,4.075000000000003,2023-11-30
2025-04-01,4.039999999999992,2023-11-30
