date,cash_rate,scrape_date
2025-10-01,3.594999999999999,2025-10-15
2025-11-01,3.5049999999999955,2025-10-15
2025-12-01,3.4599999999999937,2025-10-15
2026-01-01,3.444999999999993,2025-10-15
2026-02-01,3.3700000000000045,2025-10-15
2026-03-01,3.3499999999999943,2025-10-15
2026-04-01,3.325000000000003,2025-10-15
2026-05-01,3.280000000000001,2025-10-15
2026-06-01,3.2650000000000006,2025-10-15
2026-07-01,3.2549999999999955,2025-10-15
2026-08-01,3.2549999999999955,2025-10-15
2026-09-01,3.25,2025-10-15
2026-10-01,3.2450000000000045,2025-10-15
2026-11-01,3.25,2025-10-15
2026-12-01,3.2549999999999955,2025-10-15
2027-01-01,3.2549999999999955,2025-10-15
2027-02-01,3.259999999999991,2025-10-15
2027-03-01,3.2650000000000006,2025-10-15
