date,cash_rate,scrape_date
2025-05-01,3.989999999999995,2025-05-01
2025-06-01,3.819999999999993,2025-05-01
2025-07-01,3.694999999999993,2025-05-01
2025-08-01,3.480000000000004,2025-05-01
2025-09-01,3.3799999999999955,2025-05-01
2025-10-01,3.1899999999999977,2025-05-01
2025-11-01,3.0249999999999915,2025-05-01
2025-12-01,2.980000000000004,2025-05-01
2026-01-01,2.969999999999999,2025-05-01
2026-02-01,2.924999999999997,2025-05-01
2026-03-01,2.8999999999999915,2025-05-01
2026-04-01,2.875,2025-05-01
2026-05-01,2.8499999999999943,2025-05-01
2026-06-01,2.844999999999999,2025-05-01
2026-07-01,2.8400000000000034,2025-05-01
2026-08-01,2.8349999999999937,2025-05-01
2026-09-01,2.8349999999999937,2025-05-01
2026-10-01,2.8349999999999937,2025-05-01
