dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate,cash_rate_PreviousSettlement
2025-12-29,2025-12-19,2025-12-19,96.405,96.4,-0.0049999999999954525,-0.005186452984798975,-0.005,-0.005,96.4,97.19,96.4,96.4,96.405,1055,1055,895208763,IBZ2025,2025-12-01,2025-12-19,2025-12-22T03:47:44Z,3.5999999999999943,3.594999999999999
2026-01-28,2025-12-22,2025-12-19,96.405,96.4,0,0,-0.005,-0.005,96.4,97.105,96.395,96.4,96.405,130,130,919010878,IBF2026,2026-01-01,2025-12-19,2025-12-22T03:47:44Z,3.5999999999999943,3.594999999999999
2026-02-25,2025-12-22,2025-12-19,96.325,96.32000000000001,-0.01999999999999602,-0.020758731641492573,-0.01,-0.01,96.325,97.065,96.315,96.325,96.33500000000001,589,589,928464846,IBG2026,2026-02-01,2025-12-19,2025-12-22T03:47:44Z,3.674999999999997,3.664999999999992
2026-03-29,2025-12-18,2025-12-19,96.31,96.295,-0.01999999999999602,-0.020760886489848987,0.015,0.016,96.315,97.105,96.29,96.315,96.31,0,0,935346173,IBH2026,2026-03-01,2025-12-19,2025-12-22T03:47:44Z,3.6899999999999977,3.6899999999999977
2026-04-28,2025-12-18,2025-12-19,96.305,96.28,-0.03499999999999659,-0.0363334371431502,-0.01,-0.01,96.295,96.925,96.255,96.295,96.295,10,10,941648808,IBJ2026,2026-04-01,2025-12-19,2025-12-22T03:47:44Z,3.7049999999999983,3.7049999999999983
2026-05-27,2025-12-19,2025-12-19,96.21000000000001,96.19500000000001,-0.06499999999999773,-0.06751843772722316,-0.02,-0.021,96.205,97.015,96.205,96.205,96.215,600,600,949242588,IBK2026,2026-05-01,2025-12-19,2025-12-22T03:47:44Z,3.7950000000000017,3.7849999999999966
2026-06-28,2025-12-19,2025-12-19,96.19,96.16,-0.06499999999999773,-0.06753597589484932,-0.02,-0.021,96.18,96.97500000000001,96.18,96.18,96.19,300,300,955528239,IBM2026,2026-06-01,2025-12-19,2025-12-22T03:47:44Z,3.819999999999993,3.8100000000000023
2026-07-29,2025-12-09,2025-12-19,96.17,96.14,-0.14999999999999147,-0.15588464536242294,-0.04,-0.042,96.075,96.075,96.075,96.075,96.18,0,0,962344067,IBN2026,2026-07-01,2025-12-19,2025-12-22T03:47:44Z,3.819999999999993,3.819999999999993
2026-08-29,2025-12-09,2025-12-19,96.105,96.075,-0.10000000000000853,-0.10398793739927055,-0.105,-0.109,96.065,96.15,96.065,96.065,96.12,0,0,969160575,IBQ2026,2026-08-01,2025-12-19,2025-12-22T03:47:44Z,3.8799999999999955,3.8799999999999955
2026-09-28,2025-12-16,2025-12-19,96.07000000000001,96.04,-0.024999999999991473,-0.026006449599491808,-0.025,-0.026000000000000002,96.105,96.86500000000001,96.105,96.105,96.09,0,0,976225343,IBU2026,2026-09-01,2025-12-19,2025-12-22T03:47:44Z,3.9099999999999966,3.9099999999999966
2026-10-28,2025-12-16,2025-12-19,96.045,96.015,-0.03499999999999659,-0.036414711543460015,-0.035,-0.036000000000000004,96.08,96.86500000000001,96.08,96.08,96.07000000000001,0,0,983956682,IBV2026,2026-10-01,2025-12-19,2025-12-22T03:47:44Z,3.9299999999999926,3.9299999999999926
2026-11-28,2025-12-09,2025-12-19,96.01,95.98,-0.05499999999999261,-0.05724396336385576,-0.055,-0.057,96.025,96.86500000000001,96.025,96.025,96.04,0,0,990482019,IBX2026,2026-11-01,2025-12-19,2025-12-22T03:47:44Z,3.9599999999999937,3.9599999999999937
2026-12-29,2025-11-04,2025-12-19,95.99000000000001,95.96000000000001,0.5,0.5205080158234436,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.02,0,0,996839036,IBZ2026,2026-12-01,2025-12-19,2025-12-22T03:47:44Z,3.980000000000004,3.980000000000004
2027-01-27,NA,2025-12-19,95.985,95.955,NA,0,NA,NA,NA,NA,NA,NA,96.015,0,0,1004041830,IBF2027,2027-01-01,2025-12-19,2025-12-22T03:47:44Z,NA,3.9849999999999994
2027-02-24,NA,2025-12-19,95.97500000000001,95.94500000000001,NA,0,NA,NA,NA,NA,NA,NA,96.005,0,0,1010033436,IBG2027,2027-02-01,2025-12-19,2025-12-22T03:47:44Z,NA,3.9950000000000045
2027-03-29,NA,2025-12-19,95.97,95.94,NA,0,NA,NA,NA,NA,NA,NA,96,0,0,1016946091,IBH2027,2027-03-01,2025-12-19,2025-12-22T03:47:44Z,NA,4
2027-04-28,NA,2025-12-19,95.965,95.935,NA,0,NA,NA,NA,NA,NA,NA,95.995,0,0,1026315950,IBJ2027,2027-04-01,2025-12-19,2025-12-22T03:47:44Z,NA,4.0049999999999955
2027-05-29,NA,2025-12-19,95.955,95.925,NA,0,NA,NA,NA,NA,NA,NA,95.99000000000001,0,0,1033478754,IBK2027,2027-05-01,2025-12-19,2025-12-22T03:47:44Z,NA,4.009999999999991
