date,cash_rate,scrape_date
2025-07-01,3.8349999999999937,2025-07-30
2025-08-01,3.6799999999999926,2025-07-30
2025-09-01,3.5849999999999937,2025-07-30
2025-10-01,3.4849999999999994,2025-07-30
2025-11-01,3.3100000000000023,2025-07-30
2025-12-01,3.219999999999999,2025-07-30
2026-01-01,3.194999999999993,2025-07-30
2026-02-01,3.069999999999993,2025-07-30
2026-03-01,3.0600000000000023,2025-07-30
2026-04-01,3.049999999999997,2025-07-30
2026-05-01,3.019999999999996,2025-07-30
2026-06-01,3.0150000000000006,2025-07-30
2026-07-01,3.019999999999996,2025-07-30
2026-08-01,3.019999999999996,2025-07-30
2026-09-01,3.019999999999996,2025-07-30
2026-10-01,3.0249999999999915,2025-07-30
2026-11-01,3.030000000000001,2025-07-30
2026-12-01,3.039999999999992,2025-07-30
