dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-12-29,2025-12-08,2025-12-05,96.405,96.4,-0.0049999999999954525,-0.005186452984798975,-0.005,-0.005,96.4,97.19,96.4,96.4,96.405,586,586,895208763,IBZ2025,2025-12-01,2025-12-05,2025-12-08T04:43:58Z,3.5999999999999943
2026-01-28,2025-12-08,2025-12-05,96.405,96.4,0,0,0,0,96.405,97.105,96.395,96.405,96.405,683,683,919010878,IBF2026,2026-01-01,2025-12-05,2025-12-08T04:43:58Z,3.594999999999999
2026-02-25,2025-12-08,2025-12-05,96.37,96.36500000000001,-0.03999999999999204,-0.04148947204645995,-0.005,-0.005,96.37,97.065,96.345,96.37,96.375,74,109,928464846,IBG2026,2026-02-01,2025-12-05,2025-12-08T04:43:58Z,3.6299999999999955
2026-03-29,2025-12-08,2025-12-05,96.355,96.35000000000001,-0.060000000000002274,-0.0622309806565392,-0.01,-0.01,96.355,97.105,96.34,96.355,96.36500000000001,58,93,935346173,IBH2026,2026-03-01,2025-12-05,2025-12-08T04:43:58Z,3.644999999999996
2026-04-28,2025-12-08,2025-12-05,96.355,96.345,-0.07000000000000739,-0.07260281076596731,-0.015,-0.016,96.345,96.925,96.4,96.345,96.36,305,305,941648808,IBJ2026,2026-04-01,2025-12-05,2025-12-08T04:43:58Z,3.655000000000001
2026-05-27,2025-12-08,2025-12-05,96.295,96.29,-0.10999999999999943,-0.11410196566568065,-0.015,-0.016,96.295,97.015,96.395,96.295,96.31,60,60,949242588,IBK2026,2026-05-01,2025-12-05,2025-12-08T04:43:58Z,3.7049999999999983
2026-06-28,2025-12-08,2025-12-05,96.28,96.25,-0.11499999999999488,-0.11932555123216071,-0.01,-0.01,96.26,96.97500000000001,96.285,96.26,96.27,5,5,955528239,IBM2026,2026-06-01,2025-12-05,2025-12-08T04:43:58Z,3.739999999999995
2026-07-29,NA,2025-12-05,96.25,96.22,NA,0,NA,NA,NA,NA,NA,NA,96.235,0,0,962344067,IBN2026,2026-07-01,2025-12-05,2025-12-08T04:43:58Z,NA
2026-08-29,NA,2025-12-05,96.19500000000001,96.165,NA,0,NA,NA,NA,NA,NA,NA,96.19,0,0,969160575,IBQ2026,2026-08-01,2025-12-05,2025-12-08T04:43:58Z,NA
2026-09-28,2025-11-26,2025-12-05,96.16,96.13,0.04999999999999716,0.05189952252438983,-0.12,-0.124,96.39,96.86500000000001,96.39,96.39,96.16,0,0,976225343,IBU2026,2026-09-01,2025-12-05,2025-12-08T04:43:58Z,3.8400000000000034
2026-10-28,2025-12-04,2025-12-05,96.135,96.105,-0.18500000000000227,-0.1920581365170021,-0.1,-0.10400000000000001,96.14,96.86500000000001,96.14,96.14,96.135,0,0,983956682,IBV2026,2026-10-01,2025-12-05,2025-12-08T04:43:58Z,3.864999999999995
2026-11-28,2025-12-04,2025-12-05,96.10000000000001,96.07000000000001,-0.18499999999998806,-0.1921079958463012,-0.095,-0.099,96.11500000000001,96.86500000000001,96.11500000000001,96.11500000000001,96.105,0,0,990482019,IBX2026,2026-11-01,2025-12-05,2025-12-08T04:43:58Z,3.894999999999996
2026-12-29,2025-11-04,2025-12-05,96.08500000000001,96.055,0.2750000000000057,0.2856104273770636,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.095,0,0,996839036,IBZ2026,2026-12-01,2025-12-05,2025-12-08T04:43:58Z,3.905000000000001
2027-01-27,NA,2025-12-05,96.08,96.05,NA,0,NA,NA,NA,NA,NA,NA,96.095,0,0,1004041830,IBF2027,2027-01-01,2025-12-05,2025-12-08T04:43:58Z,NA
2027-02-24,NA,2025-12-05,96.07000000000001,96.04,NA,0,NA,NA,NA,NA,NA,NA,96.08500000000001,0,0,1010033436,IBG2027,2027-02-01,2025-12-05,2025-12-08T04:43:58Z,NA
2027-03-29,NA,2025-12-05,96.06,96.03,NA,0,NA,NA,NA,NA,NA,NA,96.08,0,0,1016946091,IBH2027,2027-03-01,2025-12-05,2025-12-08T04:43:58Z,NA
2027-04-28,NA,2025-12-05,96.055,96.025,NA,0,NA,NA,NA,NA,NA,NA,96.075,0,0,1026315950,IBJ2027,2027-04-01,2025-12-05,2025-12-08T04:43:58Z,NA
2027-05-29,NA,2025-12-05,96.045,96.015,NA,0,NA,NA,NA,NA,NA,NA,96.065,0,0,1033478754,IBK2027,2027-05-01,2025-12-05,2025-12-08T04:43:58Z,NA
