date,cash_rate,scrape_date
2023-11-01,4.259999999999991,2023-11-22
2023-12-01,4.325000000000003,2023-11-22
2024-01-01,4.325000000000003,2023-11-22
2024-02-01,4.384999999999991,2023-11-22
2024-03-01,4.3999999999999915,2023-11-22
2024-04-01,4.409999999999997,2023-11-22
2024-05-01,4.414999999999992,2023-11-22
2024-06-01,4.420000000000002,2023-11-22
2024-07-01,4.409999999999997,2023-11-22
2024-08-01,4.375,2023-11-22
2024-09-01,4.3700000000000045,2023-11-22
2024-10-01,4.334999999999994,2023-11-22
2024-11-01,4.289999999999992,2023-11-22
2024-12-01,4.239999999999995,2023-11-22
2025-01-01,4.219999999999999,2023-11-22
2025-02-01,4.174999999999997,2023-11-22
2025-03-01,4.144999999999996,2023-11-22
2025-04-01,4.114999999999995,2023-11-22
