date,cash_rate,scrape_date
2025-07-01,3.8349999999999937,2025-07-25
2025-08-01,3.6899999999999977,2025-07-25
2025-09-01,3.594999999999999,2025-07-25
2025-10-01,3.509999999999991,2025-07-25
2025-11-01,3.355000000000004,2025-07-25
2025-12-01,3.289999999999992,2025-07-25
2026-01-01,3.259999999999991,2025-07-25
2026-02-01,3.155000000000001,2025-07-25
2026-03-01,3.144999999999996,2025-07-25
2026-04-01,3.1400000000000006,2025-07-25
2026-05-01,3.1200000000000045,2025-07-25
2026-06-01,3.1099999999999994,2025-07-25
2026-07-01,3.105000000000004,2025-07-25
2026-08-01,3.0999999999999943,2025-07-25
2026-09-01,3.0999999999999943,2025-07-25
2026-10-01,3.105000000000004,2025-07-25
2026-11-01,3.114999999999995,2025-07-25
2026-12-01,3.125,2025-07-25
