date,cash_rate,scrape_date
2024-10-01,4.334999999999994,2024-10-15
2024-11-01,4.310000000000002,2024-10-15
2024-12-01,4.259999999999991,2024-10-15
2025-01-01,4.239999999999995,2024-10-15
2025-02-01,4.194999999999993,2024-10-15
2025-03-01,4.114999999999995,2024-10-15
2025-04-01,4.034999999999997,2024-10-15
2025-05-01,3.980000000000004,2024-10-15
2025-06-01,3.8900000000000006,2024-10-15
2025-07-01,3.825000000000003,2024-10-15
2025-08-01,3.75,2024-10-15
2025-09-01,3.7150000000000034,2024-10-15
2025-10-01,3.6499999999999915,2024-10-15
2025-11-01,3.605000000000004,2024-10-15
2025-12-01,3.5549999999999926,2024-10-15
2026-01-01,3.539999999999992,2024-10-15
2026-02-01,3.5049999999999955,2024-10-15
2026-03-01,3.4849999999999994,2024-10-15
