dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate,cash_rate_PreviousSettlement
2026-01-28,2026-01-22,2026-01-22,96.405,96.395,0,0,-0.005,-0.005,96.4,97.105,96.4,96.4,96.4,899,899,919010878,IBF2026,2026-01-01,2026-01-22,2026-01-22T20:57:38Z,3.5999999999999943,3.5999999999999943
2026-02-25,2026-01-22,2026-01-22,96.265,96.26,-0.0799999999999983,-0.08303492656598505,0,0,96.265,97.065,96.265,96.265,96.265,1770,1770,928464846,IBG2026,2026-02-01,2026-01-22,2026-01-22T20:57:38Z,3.7349999999999994,3.7349999999999994
2026-03-29,2026-01-22,2026-01-22,96.245,96.23,-0.09499999999998465,-0.09861421082678638,0.005,0.005,96.24000000000001,97.105,96.245,96.24000000000001,96.235,2,2,935346173,IBH2026,2026-03-01,2026-01-22,2026-01-22T20:57:38Z,3.759999999999991,3.7650000000000006
2026-04-28,2026-01-22,2026-01-22,96.23,96.205,-0.09999999999999432,-0.10381520892810206,-0.085,-0.088,96.22500000000001,96.925,96.215,96.22500000000001,96.22,114,114,941648808,IBJ2026,2026-04-01,2026-01-22,2026-01-22T20:57:38Z,3.7749999999999915,3.780000000000001
2026-05-27,2026-01-22,2026-01-22,96.23,NA,-0.13999999999998636,-0.14546965918535573,-0.115,-0.12,96.10000000000001,97.015,96.10000000000001,96.10000000000001,96.105,700,700,949242588,IBK2026,2026-05-01,2026-01-22,2026-01-22T20:57:38Z,3.8999999999999915,3.894999999999996
2026-06-28,2025-12-19,2026-01-22,NA,NA,-0.03999999999999204,-0.04157139887756396,-0.02,-0.021,96.18,96.97500000000001,96.18,96.18,96.075,0,0,955528239,IBM2026,2026-06-01,2026-01-22,2026-01-22T20:57:38Z,3.924999999999997,3.924999999999997
2026-07-29,2025-12-09,2026-01-22,NA,NA,-0.1349999999999909,-0.14031805425630486,-0.04,-0.042,96.075,96.075,96.075,96.075,96.065,0,0,962344067,IBN2026,2026-07-01,2026-01-22,2026-01-22T20:57:38Z,3.9350000000000023,3.9350000000000023
2026-08-29,2025-12-09,2026-01-22,NA,NA,-0.10000000000000853,-0.10398793739927055,-0.105,-0.109,96.065,96.15,96.065,96.065,96.015,0,0,969160575,IBQ2026,2026-08-01,2026-01-22,2026-01-22T20:57:38Z,3.9849999999999994,3.9849999999999994
2026-09-28,2026-01-12,2026-01-22,NA,NA,-0.0049999999999954525,-0.005201289919895405,0.02,0.021,96.125,96.86500000000001,96.11500000000001,96.125,95.985,0,0,976225343,IBU2026,2026-09-01,2026-01-22,2026-01-22T20:57:38Z,4.015000000000001,4.015000000000001
2026-10-28,2025-12-16,2026-01-22,NA,NA,-0.04000000000000625,-0.04161464835622789,-0.035,-0.036000000000000004,96.08,96.86500000000001,96.08,96.08,95.965,0,0,983956682,IBV2026,2026-10-01,2026-01-22,2026-01-22T20:57:38Z,4.034999999999997,4.034999999999997
2026-11-28,2025-12-09,2026-01-22,95.98,NA,-0.06999999999999318,-0.0728445808834936,-0.055,-0.057,96.025,96.86500000000001,96.025,96.025,95.93,0,0,990482019,IBX2026,2026-11-01,2026-01-22,2026-01-22T20:57:38Z,4.069999999999993,4.069999999999993
2026-12-29,2026-01-22,2026-01-22,95.95,NA,-0.1700000000000017,-0.17693588676103425,-0.105,-0.109,95.91,96.86500000000001,95.91,95.91,95.915,100,100,996839036,IBZ2026,2026-12-01,2026-01-22,2026-01-22T20:57:38Z,4.090000000000003,4.084999999999994
2027-01-27,NA,2026-01-22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.925,0,0,1004041830,IBF2027,2027-01-01,2026-01-22,2026-01-22T20:57:38Z,NA,4.075000000000003
2027-02-24,NA,2026-01-22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.915,0,0,1010033436,IBG2027,2027-02-01,2026-01-22,2026-01-22T20:57:38Z,NA,4.084999999999994
2027-03-29,NA,2026-01-22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.91,0,0,1016946091,IBH2027,2027-03-01,2026-01-22,2026-01-22T20:57:38Z,NA,4.090000000000003
2027-04-28,NA,2026-01-22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.905,0,0,1026315950,IBJ2027,2027-04-01,2026-01-22,2026-01-22T20:57:38Z,NA,4.094999999999999
2027-05-29,NA,2026-01-22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.895,0,0,1033478754,IBK2027,2027-05-01,2026-01-22,2026-01-22T20:57:38Z,NA,4.105000000000004
2027-06-28,NA,2026-01-22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.89,0,0,1041047069,IBM2027,2027-06-01,2026-01-22,2026-01-22T20:57:38Z,NA,4.109999999999999
