date,cash_rate,scrape_date
2026-05-01,4.304999999999993,2026-05-15
2026-06-01,4.3700000000000045,2026-05-15
2026-07-01,4.394999999999996,2026-05-15
2026-08-01,4.5049999999999955,2026-05-15
2026-09-01,4.569999999999993,2026-05-15
2026-10-01,4.6299999999999955,2026-05-15
2026-11-01,4.709999999999994,2026-05-15
2026-12-01,4.734999999999999,2026-05-15
2027-01-01,4.739999999999995,2026-05-15
2027-02-01,4.7450000000000045,2026-05-15
2027-03-01,4.7450000000000045,2026-05-15
2027-04-01,4.730000000000004,2026-05-15
2027-05-01,4.715000000000003,2026-05-15
2027-06-01,4.704999999999998,2026-05-15
2027-07-01,4.685000000000002,2026-05-15
2027-08-01,4.670000000000002,2026-05-15
2027-09-01,4.655000000000001,2026-05-15
2027-10-01,4.635000000000005,2026-05-15
