dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate,cash_rate_PreviousSettlement
2026-01-28,2026-01-15,2026-01-15,96.405,96.4,0,0,-0.005,-0.005,96.4,97.105,96.4,96.4,96.405,48,96,919010878,IBF2026,2026-01-01,2026-01-15,2026-01-15T14:45:22Z,3.5999999999999943,3.594999999999999
2026-02-25,2026-01-15,2026-01-15,96.345,96.34,0.010000000000005116,0.010379904504883864,0,0,96.35000000000001,97.065,96.305,96.35000000000001,96.35000000000001,253,314,928464846,IBG2026,2026-02-01,2026-01-15,2026-01-15T14:45:22Z,3.6499999999999915,3.6499999999999915
2026-03-29,2026-01-15,2026-01-15,96.33,96.325,0,0,-0.01,-0.01,96.33,97.105,96.29,96.33,96.34,50,63,935346173,IBH2026,2026-03-01,2026-01-15,2026-01-15T14:45:22Z,3.6700000000000017,3.6599999999999966
2026-04-28,2026-01-15,2026-01-15,96.32000000000001,96.285,0.01999999999999602,0.020767353719948103,0.01,0.01,96.325,96.925,96.29,96.325,96.325,36,36,941648808,IBJ2026,2026-04-01,2026-01-15,2026-01-15T14:45:22Z,3.674999999999997,3.674999999999997
2026-05-27,2026-01-13,2026-01-15,96.28,NA,0,0,0.01,0.01,96.23,97.015,96.22,96.23,96.24000000000001,0,0,949242588,IBK2026,2026-05-01,2026-01-15,2026-01-15T14:45:22Z,3.759999999999991,3.759999999999991
2026-06-28,2025-12-19,2026-01-15,NA,NA,-0.01999999999999602,-0.020790020790016652,-0.02,-0.021,96.18,96.97500000000001,96.18,96.18,96.22,0,0,955528239,IBM2026,2026-06-01,2026-01-15,2026-01-15T14:45:22Z,3.780000000000001,3.780000000000001
2026-07-29,2025-12-09,2026-01-15,NA,NA,-0.10999999999999943,-0.11436294640536407,-0.04,-0.042,96.075,96.075,96.075,96.075,96.21000000000001,0,0,962344067,IBN2026,2026-07-01,2026-01-15,2026-01-15T14:45:22Z,3.789999999999992,3.789999999999992
2026-08-29,2025-12-09,2026-01-15,NA,NA,-0.06499999999999773,-0.06761676895869939,-0.105,-0.109,96.065,96.15,96.065,96.065,96.165,0,0,969160575,IBQ2026,2026-08-01,2026-01-15,2026-01-15T14:45:22Z,3.8349999999999937,3.8349999999999937
2026-09-28,2026-01-12,2026-01-15,NA,NA,0.015000000000000568,0.01560711684528204,0.02,0.021,96.125,96.86500000000001,96.11500000000001,96.125,96.13,0,0,976225343,IBU2026,2026-09-01,2026-01-15,2026-01-15T14:45:22Z,3.8700000000000045,3.8700000000000045
2026-10-28,2025-12-16,2026-01-15,NA,NA,-0.01999999999999602,-0.02081165452653072,-0.035,-0.036000000000000004,96.08,96.86500000000001,96.08,96.08,96.12,0,0,983956682,IBV2026,2026-10-01,2026-01-15,2026-01-15T14:45:22Z,3.8799999999999955,3.8799999999999955
2026-11-28,2025-12-09,2026-01-15,NA,NA,-0.044999999999987494,-0.04684084521701624,-0.055,-0.057,96.025,96.86500000000001,96.025,96.025,96.095,0,0,990482019,IBX2026,2026-11-01,2026-01-15,2026-01-15T14:45:22Z,3.905000000000001,3.905000000000001
2026-12-29,2025-11-04,2026-01-15,NA,NA,0.5,0.5205080158234436,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.08,0,0,996839036,IBZ2026,2026-12-01,2026-01-15,2026-01-15T14:45:22Z,3.9200000000000017,3.9200000000000017
2027-01-27,NA,2026-01-15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.075,0,0,1004041830,IBF2027,2027-01-01,2026-01-15,2026-01-15T14:45:22Z,NA,3.924999999999997
2027-02-24,NA,2026-01-15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.065,0,0,1010033436,IBG2027,2027-02-01,2026-01-15,2026-01-15T14:45:22Z,NA,3.9350000000000023
2027-03-29,NA,2026-01-15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.06,0,0,1016946091,IBH2027,2027-03-01,2026-01-15,2026-01-15T14:45:22Z,NA,3.9399999999999977
2027-04-28,NA,2026-01-15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.055,0,0,1026315950,IBJ2027,2027-04-01,2026-01-15,2026-01-15T14:45:22Z,NA,3.944999999999993
2027-05-29,NA,2026-01-15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.045,0,0,1033478754,IBK2027,2027-05-01,2026-01-15,2026-01-15T14:45:22Z,NA,3.9549999999999983
2027-06-28,NA,2026-01-15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.04,0,0,1041047069,IBM2027,2027-06-01,2026-01-15,2026-01-15T14:45:22Z,NA,3.9599999999999937
