dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate,cash_rate_PreviousSettlement
2026-01-28,2025-12-30,2025-12-29,96.405,96.4,0,0,-0.005,-0.005,96.4,97.105,96.4,96.4,96.405,29,29,919010878,IBF2026,2026-01-01,2025-12-29,2025-12-30T05:36:33Z,3.5999999999999943,3.594999999999999
2026-02-25,2025-12-30,2025-12-29,96.32000000000001,96.315,-0.0049999999999954525,-0.005190760446400678,-0.005,-0.005,96.32000000000001,97.065,96.32000000000001,96.32000000000001,96.325,862,862,928464846,IBG2026,2026-02-01,2025-12-29,2025-12-30T05:36:33Z,3.6799999999999926,3.674999999999997
2026-03-29,2025-12-30,2025-12-29,96.31,96.295,-0.009999999999990905,-0.01038205980065501,0.005,0.005,96.31,97.105,96.295,96.31,96.305,12,12,935346173,IBH2026,2026-03-01,2025-12-29,2025-12-30T05:36:33Z,3.6899999999999977,3.694999999999993
2026-04-28,2025-12-18,2025-12-29,96.305,96.28,0,0,-0.01,-0.01,96.295,96.925,96.255,96.295,96.29,0,0,941648808,IBJ2026,2026-04-01,2025-12-29,2025-12-30T05:36:33Z,3.7099999999999937,3.7099999999999937
2026-05-27,2025-12-30,2025-12-29,96.22500000000001,96.2,-0.015000000000000568,-0.015590084706127494,-0.015,-0.016,96.2,97.015,96.215,96.2,96.215,27,27,949242588,IBK2026,2026-05-01,2025-12-29,2025-12-30T05:36:33Z,3.799999999999997,3.7849999999999966
2026-06-28,2025-12-19,2025-12-29,96.2,96.17,-0.009999999999990905,-0.010396091069748316,-0.02,-0.021,96.18,96.97500000000001,96.18,96.18,96.185,0,0,955528239,IBM2026,2026-06-01,2025-12-29,2025-12-30T05:36:33Z,3.8149999999999977,3.8149999999999977
2026-07-29,2025-12-09,2025-12-29,96.185,96.155,-0.10500000000000398,-0.10917030567686002,-0.04,-0.042,96.075,96.075,96.075,96.075,96.165,0,0,962344067,IBN2026,2026-07-01,2025-12-29,2025-12-30T05:36:33Z,3.8349999999999937,3.8349999999999937
2026-08-29,2025-12-09,2025-12-29,96.13,96.10000000000001,-0.05500000000000682,-0.057220141489811506,-0.105,-0.109,96.065,96.15,96.065,96.065,96.11,0,0,969160575,IBQ2026,2026-08-01,2025-12-29,2025-12-30T05:36:33Z,3.8900000000000006,3.8900000000000006
2026-09-28,2025-12-16,2025-12-29,96.10000000000001,96.07000000000001,0.015000000000000568,0.015610365282548203,-0.025,-0.026000000000000002,96.105,96.86500000000001,96.105,96.105,96.075,0,0,976225343,IBU2026,2026-09-01,2025-12-29,2025-12-30T05:36:33Z,3.924999999999997,3.924999999999997
2026-10-28,2025-12-16,2025-12-29,96.08,96.05,0.010000000000005116,0.010409076714900715,-0.035,-0.036000000000000004,96.08,96.86500000000001,96.08,96.08,96.06,0,0,983956682,IBV2026,2026-10-01,2025-12-29,2025-12-30T05:36:33Z,3.9399999999999977,3.9399999999999977
2026-11-28,2025-12-09,2025-12-29,96.05,96.02,-0.009999999999990905,-0.010412870307690848,-0.055,-0.057,96.025,96.86500000000001,96.025,96.025,96.025,0,0,990482019,IBX2026,2026-11-01,2025-12-29,2025-12-30T05:36:33Z,3.9749999999999943,3.9749999999999943
2026-12-29,2025-11-04,2025-12-29,96.035,96.005,0.5400000000000063,0.5623828369089838,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.01,0,0,996839036,IBZ2026,2026-12-01,2025-12-29,2025-12-30T05:36:33Z,3.989999999999995,3.989999999999995
2027-01-27,NA,2025-12-29,96.03,96,NA,0,NA,NA,NA,NA,NA,NA,96.005,0,0,1004041830,IBF2027,2027-01-01,2025-12-29,2025-12-30T05:36:33Z,NA,3.9950000000000045
2027-02-24,NA,2025-12-29,96.02,95.99000000000001,NA,0,NA,NA,NA,NA,NA,NA,95.995,0,0,1010033436,IBG2027,2027-02-01,2025-12-29,2025-12-30T05:36:33Z,NA,4.0049999999999955
2027-03-29,NA,2025-12-29,96.02,95.99000000000001,NA,0,NA,NA,NA,NA,NA,NA,95.99000000000001,0,0,1016946091,IBH2027,2027-03-01,2025-12-29,2025-12-30T05:36:33Z,NA,4.009999999999991
2027-04-28,NA,2025-12-29,96.015,95.985,NA,0,NA,NA,NA,NA,NA,NA,95.985,0,0,1026315950,IBJ2027,2027-04-01,2025-12-29,2025-12-30T05:36:33Z,NA,4.015000000000001
2027-05-29,NA,2025-12-29,96.005,95.97500000000001,NA,0,NA,NA,NA,NA,NA,NA,95.98,0,0,1033478754,IBK2027,2027-05-01,2025-12-29,2025-12-30T05:36:33Z,NA,4.019999999999996
