date,cash_rate,scrape_date
2025-07-01,3.8349999999999937,2025-07-15
2025-08-01,3.700000000000003,2025-07-15
2025-09-01,3.6099999999999994,2025-07-15
2025-10-01,3.5249999999999915,2025-07-15
2025-11-01,3.375,2025-07-15
2025-12-01,3.289999999999992,2025-07-15
2026-01-01,3.2650000000000006,2025-07-15
2026-02-01,3.1499999999999915,2025-07-15
2026-03-01,3.1400000000000006,2025-07-15
2026-04-01,3.1299999999999955,2025-07-15
2026-05-01,3.1099999999999994,2025-07-15
2026-06-01,3.1099999999999994,2025-07-15
2026-07-01,3.1099999999999994,2025-07-15
2026-08-01,3.114999999999995,2025-07-15
2026-09-01,3.114999999999995,2025-07-15
2026-10-01,3.125,2025-07-15
2026-11-01,3.134999999999991,2025-07-15
2026-12-01,3.1400000000000006,2025-07-15
