dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate,cash_rate_PreviousSettlement
2026-01-28,2026-01-21,2026-01-21,96.405,96.4,0,0,-0.005,-0.005,96.4,97.105,96.4,96.4,96.405,2,2,919010878,IBF2026,2026-01-01,2026-01-21,2026-01-22T01:48:15Z,3.5999999999999943,3.594999999999999
2026-02-25,2026-01-22,2026-01-21,96.28,96.27,-0.06999999999999318,-0.07265556074523138,-0.07,-0.073,96.275,97.065,96.305,96.275,96.345,5313,5313,928464846,IBG2026,2026-02-01,2026-01-21,2026-01-22T01:48:15Z,3.7249999999999943,3.655000000000001
2026-03-29,2026-01-22,2026-01-21,96.255,96.245,-0.08499999999999375,-0.08823376758186927,-0.07,-0.073,96.25,97.105,96.29,96.25,96.32000000000001,724,724,935346173,IBH2026,2026-03-01,2026-01-21,2026-01-22T01:48:15Z,3.75,3.6799999999999926
2026-04-28,2026-01-22,2026-01-21,96.24000000000001,96.22500000000001,-0.09499999999999886,-0.09862444848170139,-0.08,-0.083,96.23,96.925,96.29,96.23,96.31,42,42,941648808,IBJ2026,2026-04-01,2026-01-21,2026-01-22T01:48:15Z,3.769999999999996,3.6899999999999977
2026-05-27,2026-01-20,2026-01-21,96.125,96.11500000000001,-0.04999999999999716,-0.05195344970905773,-0.03,-0.031,96.19,97.015,96.19,96.19,96.215,0,0,949242588,IBK2026,2026-05-01,2026-01-21,2026-01-22T01:48:15Z,3.7849999999999966,3.7849999999999966
2026-06-28,2025-12-19,2026-01-21,96.095,96.07000000000001,-0.03999999999999204,-0.04157139887756396,-0.02,-0.021,96.18,96.97500000000001,96.18,96.18,96.19,0,0,955528239,IBM2026,2026-06-01,2026-01-21,2026-01-22T01:48:15Z,3.8100000000000023,3.8100000000000023
2026-07-29,2025-12-09,2026-01-21,96.09,96.06,-0.1349999999999909,-0.14031805425630486,-0.04,-0.042,96.075,96.075,96.075,96.075,96.18,0,0,962344067,IBN2026,2026-07-01,2026-01-21,2026-01-22T01:48:15Z,3.819999999999993,3.819999999999993
2026-08-29,2025-12-09,2026-01-21,96.045,96.015,-0.10000000000000853,-0.10398793739927055,-0.105,-0.109,96.065,96.15,96.065,96.065,96.13,0,0,969160575,IBQ2026,2026-08-01,2026-01-21,2026-01-22T01:48:15Z,3.8700000000000045,3.8700000000000045
2026-09-28,2026-01-12,2026-01-21,96.015,95.985,-0.0049999999999954525,-0.005201289919895405,0.02,0.021,96.125,96.86500000000001,96.11500000000001,96.125,96.10000000000001,0,0,976225343,IBU2026,2026-09-01,2026-01-21,2026-01-22T01:48:15Z,3.8999999999999915,3.8999999999999915
2026-10-28,2025-12-16,2026-01-21,95.99000000000001,95.96000000000001,-0.04000000000000625,-0.04161464835622789,-0.035,-0.036000000000000004,96.08,96.86500000000001,96.08,96.08,96.07000000000001,0,0,983956682,IBV2026,2026-10-01,2026-01-21,2026-01-22T01:48:15Z,3.9299999999999926,3.9299999999999926
2026-11-28,2025-12-09,2026-01-21,95.95,95.92,-0.06999999999999318,-0.0728445808834936,-0.055,-0.057,96.025,96.86500000000001,96.025,96.025,96.03,0,0,990482019,IBX2026,2026-11-01,2026-01-21,2026-01-22T01:48:15Z,3.969999999999999,3.969999999999999
2026-12-29,2025-11-04,2026-01-21,95.94500000000001,95.915,0.480000000000004,0.4995836802664488,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.015,0,0,996839036,IBZ2026,2026-12-01,2026-01-21,2026-01-22T01:48:15Z,3.9849999999999994,3.9849999999999994
2027-01-27,NA,2026-01-21,95.94500000000001,95.915,NA,0,NA,NA,NA,NA,NA,NA,96.01,0,0,1004041830,IBF2027,2027-01-01,2026-01-21,2026-01-22T01:48:15Z,NA,3.989999999999995
2027-02-24,NA,2026-01-21,95.935,95.905,NA,0,NA,NA,NA,NA,NA,NA,95.995,0,0,1010033436,IBG2027,2027-02-01,2026-01-21,2026-01-22T01:48:15Z,NA,4.0049999999999955
2027-03-29,NA,2026-01-21,95.93,95.9,NA,0,NA,NA,NA,NA,NA,NA,95.985,0,0,1016946091,IBH2027,2027-03-01,2026-01-21,2026-01-22T01:48:15Z,NA,4.015000000000001
2027-04-28,NA,2026-01-21,95.925,95.895,NA,0,NA,NA,NA,NA,NA,NA,95.97500000000001,0,0,1026315950,IBJ2027,2027-04-01,2026-01-21,2026-01-22T01:48:15Z,NA,4.0249999999999915
2027-05-29,NA,2026-01-21,95.915,95.885,NA,0,NA,NA,NA,NA,NA,NA,95.965,0,0,1033478754,IBK2027,2027-05-01,2026-01-21,2026-01-22T01:48:15Z,NA,4.034999999999997
2027-06-28,NA,2026-01-21,95.91,95.88,NA,0,NA,NA,NA,NA,NA,NA,95.955,0,0,1041047069,IBM2027,2027-06-01,2026-01-21,2026-01-22T01:48:15Z,NA,4.045000000000002
